Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Saitama, Japan",Miesha Tate,Rin Nakai,0,0,55,16,1,3,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,2014-09-20 0:00:00,Miesha Tate
"Saitama, Japan",Benson Henderson,Frankie Edgar,0,0,87,68,1,5,3,0,Lightweight,U-DEC,5,5:00,UFC 144,2012-02-25 0:00:00,Benson Henderson
"Saitama, Japan",Anthony Pettis,Joe Lauzon,1,0,9,0,0,0,0,0,Lightweight,KO/TKO Kick,1,1:21,UFC 144,2012-02-25 0:00:00,Anthony Pettis
"Saint Petersburg, Saint Petersburg, Russia",Islam Makhachev,Arman Tsarukyan,0,0,14,13,4,1,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,2019-04-20 0:00:00,Islam Makhachev
"Sacramento, California, USA",Germaine de Randamie,Aspen Ladd,1,0,4,0,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,0:16,UFC Fight Night,2019-07-13 0:00:00,Germaine de Randamie
"Sacramento, California, USA",Julianna Pena,Nicco Montano,0,0,45,38,2,3,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,2019-07-13 0:00:00,Julianna Pena
"Sacramento, California, USA",TJ Dillashaw,Joe Soto,1,0,151,62,2,0,0,0,Bantamweight,KO/TKO Kick,5,2:20,UFC 177,2014-08-30 0:00:00,TJ Dillashaw
"Sacramento, California, USA",Demetrious Johnson,Joseph Benavidez,1,0,7,4,0,0,0,0,Flyweight,KO/TKO Punch,1,2:08,UFC on FOX,2013-12-14 0:00:00,Demetrious Johnson
"Sacramento, California, USA",Anderson Silva,Nate Marquardt,1,0,10,3,1,1,0,0,Middleweight,KO/TKO Punches,1,4:50,UFC 73,2007-07-07 0:00:00,Anderson Silva
"Sacramento, California, USA",Rashad Evans,Tito Ortiz,0,0,19,24,2,3,0,1,Light Heavyweight,U-DEC,3,5:00,UFC 73,2007-07-07 0:00:00,Rashad Evans
"Sacramento, California, USA",Sean Sherk,Hermes Franca,0,1,35,6,16,0,2,3,Lightweight,U-DEC,5,5:00,UFC 73,2007-07-07 0:00:00,Sean Sherk
"Sacramento, California, USA",Frankie Edgar,Mark Bocek,0,0,31,6,0,0,0,0,Lightweight,KO/TKO Punches,1,4:55,UFC 73,2007-07-07 0:00:00,Frankie Edgar
"Sacramento, California, USA",Georges St-Pierre,Matt Hughes,2,0,45,10,1,0,0,0,Welterweight,KO/TKO Kick,2,1:25,UFC 65,2006-11-18 0:00:00,Georges St-Pierre
"Sacramento, California, USA",Tim Sylvia,Jeff Monson,0,0,49,12,0,1,1,2,Heavyweight,U-DEC,5,5:00,UFC 65,2006-11-18 0:00:00,Tim Sylvia
"Rotterdam, Zuid-Holland, Netherlands",Leon Edwards,Bryan Barberena,0,1,23,44,3,0,3,1,Welterweight,U-DEC,3,5:00,UFC Fight Night,2017-09-02 0:00:00,Leon Edwards
"Rotterdam, Zuid-Holland, Netherlands",Germaine de Randamie,Anna Elmose,1,0,18,6,0,0,0,0,Women's Bantamweight,KO/TKO Knee,1,3:46,UFC Fight Night,2016-05-08 0:00:00,Germaine de Randamie
"Rotterdam, Zuid-Holland, Netherlands",Leon Edwards,Dominic Waters,0,0,24,3,2,4,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2016-05-08 0:00:00,Leon Edwards
"Rosemont, Illinois, USA",Anderson Silva,Patrick Cote,0,0,29,16,1,0,0,0,Middleweight,KO/TKO,3,0:39,UFC 90,2008-10-25 0:00:00,Anderson Silva
"Rosemont, Illinois, USA",Junior Dos Santos,Fabricio Werdum,1,0,7,6,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:21,UFC 90,2008-10-25 0:00:00,Junior Dos Santos
"Rosemont, Illinois, USA",Sean Sherk,Tyson Griffin,0,0,92,74,3,0,0,0,Lightweight,U-DEC,3,5:00,UFC 90,2008-10-25 0:00:00,Sean Sherk
"Rochester, New York, USA",Rafael Dos Anjos,Kevin Lee,0,0,60,35,4,6,1,0,Welterweight,SUB Arm Triangle,4,3:47,UFC Fight Night,2019-05-18 0:00:00,Rafael Dos Anjos
"Rochester, New York, USA",Charles Oliveira,Nik Lentz,1,0,38,18,0,2,1,0,Lightweight,KO/TKO Punch,2,2:11,UFC Fight Night,2019-05-18 0:00:00,Charles Oliveira
"Rio de Janeiro, Rio de Janeiro, Brazil",Jamahal Hill,Glover Teixeira,0,0,232,75,0,2,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 283,2023-01-21 0:00:00,Jamahal Hill
"Rio de Janeiro, Rio de Janeiro, Brazil",Brandon Moreno,Deiveson Figueiredo,0,0,48,19,3,1,0,2,Flyweight,KO/TKO,3,5:00,UFC 283,2023-01-21 0:00:00,Brandon Moreno
"Rio de Janeiro, Rio de Janeiro, Brazil",Jessica Andrade,Lauren Murphy,0,0,231,100,1,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC 283,2023-01-21 0:00:00,Jessica Andrade
"Rio de Janeiro, Rio de Janeiro, Brazil",Jessica Andrade,Rose Namajunas,0,1,47,55,2,0,0,1,Women's Strawweight,KO/TKO Slam,2,2:58,UFC 237,2019-05-11 0:00:00,Jessica Andrade
"Rio de Janeiro, Rio de Janeiro, Brazil",Alexander Volkanovski,Jose Aldo,0,0,95,29,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC 237,2019-05-11 0:00:00,Alexander Volkanovski
"Rio de Janeiro, Rio de Janeiro, Brazil",Amanda Nunes,Raquel Pennington,0,0,124,64,3,1,0,0,Women's Bantamweight,KO/TKO Punches,5,2:36,UFC 224,2018-05-12 0:00:00,Amanda Nunes
"Rio de Janeiro, Rio de Janeiro, Brazil",Lyoto Machida,Vitor Belfort,1,0,11,2,0,0,0,0,Middleweight,KO/TKO Kick,2,1:00,UFC 224,2018-05-12 0:00:00,Lyoto Machida
"Rio de Janeiro, Rio de Janeiro, Brazil",Max Holloway,Jose Aldo,1,0,104,55,0,0,0,0,Featherweight,KO/TKO Punches,3,4:13,UFC 212,2017-06-03 0:00:00,Max Holloway
"Rio de Janeiro, Rio de Janeiro, Brazil",Vitor Belfort,Nate Marquardt,0,0,37,57,0,1,0,0,Middleweight,U-DEC,3,5:00,UFC 212,2017-06-03 0:00:00,Vitor Belfort
"Rio de Janeiro, Rio de Janeiro, Brazil",Deiveson Figueiredo,Marco Beltran,1,0,17,16,2,0,4,0,Flyweight,KO/TKO,2,5:00,UFC 212,2017-06-03 0:00:00,Deiveson Figueiredo
"Rio de Janeiro, Rio de Janeiro, Brazil",Ronda Rousey,Bethe Correia,1,0,19,9,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,0:34,UFC 190,2015-08-01 0:00:00,Ronda Rousey
"Rio de Janeiro, Rio de Janeiro, Brazil",Mauricio Rua,Rogerio Nogueira,0,0,53,63,2,0,0,1,Light Heavyweight,U-DEC,3,5:00,UFC 190,2015-08-01 0:00:00,Mauricio Rua
"Rio de Janeiro, Brazil",Amanda Nunes,Shayna Baszler,1,0,15,1,0,0,0,0,Women's Bantamweight,KO/TKO Kick,1,1:56,UFC Fight Night,2015-03-21 0:00:00,Amanda Nunes
"Rio de Janeiro, Brazil",Jose Aldo,Chad Mendes,1,0,102,77,0,1,0,0,Featherweight,U-DEC,5,5:00,UFC 179,2014-10-25 0:00:00,Jose Aldo
"Rio de Janeiro, Brazil",Jose Aldo,Chan Sung Jung,0,0,32,17,5,0,0,0,Featherweight,KO/TKO Punches,4,2:00,UFC 163,2013-08-03 0:00:00,Jose Aldo
"Rio de Janeiro, Brazil",Amanda Nunes,Sheila Gaff,0,0,10,3,2,0,0,0,Women's Bantamweight,KO/TKO Elbows,1,2:08,UFC 163,2013-08-03 0:00:00,Amanda Nunes
"Rio de Janeiro, Brazil",Anderson Silva,Stephan Bonnar,1,0,19,12,0,0,0,0,Light Heavyweight,KO/TKO Knee,1,4:40,UFC 153,2012-10-13 0:00:00,Anderson Silva
"Rio de Janeiro, Brazil",Glover Teixeira,Fabio Maldonado,1,0,85,10,3,0,1,0,Light Heavyweight,KO/TKO,2,5:00,UFC 153,2012-10-13 0:00:00,Glover Teixeira
"Rio de Janeiro, Brazil",Jose Aldo,Chad Mendes,1,0,11,13,0,0,0,0,Featherweight,KO/TKO Knee,1,4:59,UFC 142,2012-01-14 0:00:00,Jose Aldo
"Rio de Janeiro, Brazil",Vitor Belfort,Anthony Johnson,0,0,14,4,0,2,1,0,Middleweight,SUB Rear Naked Choke,1,4:49,UFC 142,2012-01-14 0:00:00,Vitor Belfort
"Rio de Janeiro, Brazil",Anderson Silva,Yushin Okami,2,0,43,16,0,0,0,0,Middleweight,KO/TKO Punches,2,2:04,UFC 134,2011-08-27 0:00:00,Anderson Silva
"Rio de Janeiro, Brazil",Mauricio Rua,Forrest Griffin,1,0,16,3,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:53,UFC 134,2011-08-27 0:00:00,Mauricio Rua
"Rio Rancho, New Mexico, USA",Jan Blachowicz,Corey Anderson,1,0,13,11,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:08,UFC Fight Night,2020-02-15 0:00:00,Jan Blachowicz
"Rio Rancho, New Mexico, USA",Merab Dvalishvili,Casey Kenney,0,0,63,45,12,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2020-02-15 0:00:00,Merab Dvalishvili
"Raleigh, North Carolina, USA",Jamahal Hill,Darko Stosic,0,0,101,31,0,6,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night,2020-01-25 0:00:00,Jamahal Hill
"Prague, Czech Republic",Petr Yan,John Dodson,0,1,80,30,2,2,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2019-02-23 0:00:00,Petr Yan
"Prague, Czech Republic",Magomed Ankalaev,Klidson Abreu,1,0,30,23,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night,2019-02-23 0:00:00,Magomed Ankalaev
"Porto Alegre, Rio Grande do Sul, Brazil",Frank Mir,Antonio Silva,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:40,UFC Fight Night,2015-02-22 0:00:00,Frank Mir
"Portland, Oregon, USA",Brandon Moreno,Louis Smolka,0,0,8,7,1,1,2,0,Flyweight,SUB Guillotine Choke,1,2:23,UFC Fight Night,2016-10-01 0:00:00,Brandon Moreno
"Pittsburgh, Pennsylvania, USA",Luke Rockhold,David Branch,0,0,58,25,2,1,0,0,Middleweight,KO/TKO Punches,2,4:05,UFC Fight Night,2017-09-16 0:00:00,Luke Rockhold
"Pittsburgh, Pennsylvania, USA",Kamaru Usman,Sergio Moraes,1,0,16,13,0,0,0,0,Welterweight,KO/TKO Punch,1,2:48,UFC Fight Night,2017-09-16 0:00:00,Kamaru Usman
"Pittsburgh, Pennsylvania, USA",Cody Garbrandt,Augusto Mendes,1,0,11,11,0,0,0,0,Catch Weight,KO/TKO Punches,1,4:18,UFC Fight Night,2016-02-21 0:00:00,Cody Garbrandt
"Pittsburgh, Pennsylvania, USA",Sean Strickland,Alex Garcia,1,0,84,23,1,3,0,0,Welterweight,KO/TKO Punches,3,4:25,UFC Fight Night,2016-02-21 0:00:00,Sean Strickland
"Phoenix, Arizona, USA",Charles Oliveira,Justin Gaethje,1,1,30,21,0,0,2,0,Lightweight,SUB Rear Naked Choke,1,3:22,UFC 274,2022-05-07 0:00:00,Charles Oliveira
"Phoenix, Arizona, USA",Carla Esparza,Rose Namajunas,0,0,30,37,2,1,0,0,Women's Strawweight,S-DEC,5,5:00,UFC 274,2022-05-07 0:00:00,Carla Esparza
"Phoenix, Arizona, USA",Francis Ngannou,Cain Velasquez,0,0,6,1,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:26,UFC Fight Night,2019-02-17 0:00:00,Francis Ngannou
"Phoenix, Arizona, USA",Aljamain Sterling,Jimmie Rivera,0,0,101,24,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2019-02-17 0:00:00,Aljamain Sterling
"Phoenix, Arizona, USA",Junior Dos Santos,Stipe Miocic,1,0,123,89,1,1,0,0,Heavyweight,U-DEC,5,5:00,UFC on FOX,2014-12-13 0:00:00,Junior Dos Santos
"Phoenix, Arizona, USA",Rafael Dos Anjos,Nate Diaz,0,0,77,13,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX,2014-12-13 0:00:00,Rafael Dos Anjos
"Phoenix, Arizona, USA",Joanna Jedrzejczyk,Claudia Gadelha,1,0,38,27,0,7,0,1,Women's Strawweight,S-DEC,3,5:00,UFC on FOX,2014-12-13 0:00:00,Joanna Jedrzejczyk
"Phoenix, Arizona, USA",Henry Cejudo,Dustin Kimura,1,0,72,25,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC on FOX,2014-12-13 0:00:00,Henry Cejudo
"Philadelphia, Pennsylvania, USA",Rashad Evans,Tito Ortiz,0,0,48,5,1,1,0,1,Light Heavyweight,KO/TKO Knee,2,4:48,UFC 133,2011-08-06 0:00:00,Rashad Evans
"Philadelphia, Pennsylvania, USA",Vitor Belfort,Yoshihiro Akiyama,2,0,12,1,0,0,0,0,Middleweight,KO/TKO Punches,1,1:52,UFC 133,2011-08-06 0:00:00,Vitor Belfort
"Philadelphia, Pennsylvania, USA",Johny Hendricks,Mike Pierce,0,0,54,37,1,1,0,0,Welterweight,S-DEC,3,5:00,UFC 133,2011-08-06 0:00:00,Johny Hendricks
"Philadelphia, Pennsylvania, USA",BJ Penn,Kenny Florian,0,0,57,19,1,0,1,0,Lightweight,SUB Rear Naked Choke,4,3:54,UFC 101,2009-08-08 0:00:00,BJ Penn
"Philadelphia, Pennsylvania, USA",Anderson Silva,Forrest Griffin,3,0,13,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:23,UFC 101,2009-08-08 0:00:00,Anderson Silva
"Philadelphia, Pennsylvania, USA",Johny Hendricks,Amir Sadollah,1,0,7,2,0,0,0,0,Welterweight,KO/TKO Punches,1,0:29,UFC 101,2009-08-08 0:00:00,Johny Hendricks
"Perth, Western Australia, Australia",Islam Makhachev,Alexander Volkanovski,0,1,57,70,4,0,0,0,Lightweight,U-DEC,5,5:00,UFC 284,2023-02-11 0:00:00,Islam Makhachev
"Perth, Western Australia, Australia",Israel Adesanya,Rob Wilkinson,1,0,52,22,0,3,0,0,Middleweight,KO/TKO Punches,2,3:37,UFC 221,2018-02-10 0:00:00,Israel Adesanya
"Perth, Western Australia, Australia",Alexander Volkanovski,Jeremy Kennedy,0,0,73,8,2,0,0,0,Featherweight,KO/TKO Punches,2,4:57,UFC 221,2018-02-10 0:00:00,Alexander Volkanovski
"Paris, Ile-de-France, France",Robert Whittaker,Marvin Vettori,0,0,74,33,1,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,2022-09-03 0:00:00,Robert Whittaker
"Ottawa, Ontario, Canada",Merab Dvalishvili,Brad Katona,0,0,55,32,5,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2019-05-04 0:00:00,Merab Dvalishvili
"Orlando, Florida, USA",Rafael Dos Anjos,Bryan Barberena,0,0,20,14,4,0,2,0,Welterweight,SUB Rear Naked Choke,2,3:20,UFC Fight Night,2022-12-03 0:00:00,Rafael Dos Anjos
"Orlando, Florida, USA",Jessica Andrade,Tecia Torres,0,0,92,69,10,2,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,2018-02-24 0:00:00,Jessica Andrade
"Orlando, Florida, USA",Rafael Dos Anjos,Donald Cerrone,0,0,26,4,0,0,0,0,Lightweight,KO/TKO Punches,1,1:06,UFC on FOX,2015-12-19 0:00:00,Rafael Dos Anjos
"Orlando, Florida, USA",Charles Oliveira,Myles Jury,0,0,5,5,1,0,1,0,Featherweight,SUB Guillotine Choke,1,3:05,UFC on FOX,2015-12-19 0:00:00,Charles Oliveira
"Orlando, Florida, USA",Valentina Shevchenko,Sarah Kaufman,0,0,32,27,4,1,0,0,Women's Bantamweight,S-DEC,3,5:00,UFC on FOX,2015-12-19 0:00:00,Valentina Shevchenko
"Orlando, Florida, USA",Kamaru Usman,Leon Edwards,0,0,48,26,6,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX,2015-12-19 0:00:00,Kamaru Usman
"Orlando, Florida, USA",Francis Ngannou,Luis Henrique,1,0,25,5,0,1,0,0,Heavyweight,KO/TKO Punch,2,2:53,UFC on FOX,2015-12-19 0:00:00,Francis Ngannou
"Orlando, Florida, USA",Fabricio Werdum,Travis Browne,0,0,121,60,2,0,0,0,Heavyweight,U-DEC,5,5:00,UFC on FOX,2014-04-19 0:00:00,Fabricio Werdum
"Orlando, Florida, USA",Miesha Tate,Liz Carmouche,0,0,27,18,1,5,2,0,Women's Bantamweight,U-DEC,3,5:00,UFC on FOX,2014-04-19 0:00:00,Miesha Tate
"Orlando, Florida, USA",Khabib Nurmagomedov,Rafael Dos Anjos,0,0,36,20,6,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX,2014-04-19 0:00:00,Khabib Nurmagomedov
"Omaha, Nebraska, USA",Stipe Miocic,Philip De Fries,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:43,UFC on FUEL TV,2012-02-15 0:00:00,Stipe Miocic
"Omaha, Nebraska, USA",TJ Dillashaw,Walel Watson,0,0,85,11,3,0,5,1,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV,2012-02-15 0:00:00,TJ Dillashaw
"Oklahoma City, Oklahoma, USA",Carla Esparza,Maryna Moroz,0,0,40,38,6,0,0,1,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,2017-06-25 0:00:00,Carla Esparza
"Oakland, California, USA",Anderson Silva,Chael Sonnen,0,0,29,89,1,3,3,1,Middleweight,SUB Triangle Armbar,5,3:10,UFC 117,2010-08-07 0:00:00,Anderson Silva
"Oakland, California, USA",Matt Hughes,Ricardo Almeida,1,0,2,10,0,0,1,0,Welterweight,SUB Schultz Front Headlock,1,3:15,UFC 117,2010-08-07 0:00:00,Matt Hughes
"Oakland, California, USA",Junior Dos Santos,Roy Nelson,1,0,130,40,1,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 117,2010-08-07 0:00:00,Junior Dos Santos
"Oakland, California, USA",Johny Hendricks,Charlie Brenneman,2,0,28,9,0,2,0,0,Welterweight,KO/TKO Punches,2,0:40,UFC 117,2010-08-07 0:00:00,Johny Hendricks
"Norfolk, Virginia, USA",Deiveson Figueiredo,Joseph Benavidez,1,0,25,46,1,0,1,0,Flyweight,KO/TKO Punch,2,1:54,UFC Fight Night,2020-02-29 0:00:00,Deiveson Figueiredo
"Norfolk, Virginia, USA",Magomed Ankalaev,Ion Cutelaba,0,0,8,5,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:38,UFC Fight Night,2020-02-29 0:00:00,Magomed Ankalaev
"Norfolk, Virginia, USA",Andrei Arlovski,Junior Albini,0,0,92,48,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,2017-11-11 0:00:00,Andrei Arlovski
"Norfolk, Virginia, USA",Sean Strickland,Court McGee,0,0,78,62,3,0,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2017-11-11 0:00:00,Sean Strickland
"Newcastle, England, United Kingdom",BJ Penn,Joe Stevenson,2,0,41,17,0,0,1,0,Lightweight,SUB Rear Naked Choke,2,4:02,UFC 80,2008-01-19 0:00:00,BJ Penn
"Newcastle, England, United Kingdom",Fabricio Werdum,Gabriel Gonzaga,0,0,46,19,0,3,0,0,Heavyweight,KO/TKO Punches,2,4:34,UFC 80,2008-01-19 0:00:00,Fabricio Werdum
"Newark, New Jersey, USA",Aljamain Sterling,Henry Cejudo,0,0,135,99,4,3,0,0,Bantamweight,S-DEC,5,5:00,UFC 288,2023-05-06 0:00:00,Aljamain Sterling
"Newark, New Jersey, USA",Belal Muhammad,Gilbert Burns,0,0,132,81,0,0,0,0,Welterweight,U-DEC,5,5:00,UFC 288,2023-05-06 0:00:00,Belal Muhammad
"Newark, New Jersey, USA",Luke Rockhold,Lyoto Machida,0,0,23,13,1,0,2,0,Middleweight,SUB Rear Naked Choke,2,2:31,UFC on FOX,2015-04-18 0:00:00,Luke Rockhold
"Newark, New Jersey, USA",Max Holloway,Cub Swanson,0,0,82,56,0,0,3,0,Featherweight,SUB Guillotine Choke,3,3:58,UFC on FOX,2015-04-18 0:00:00,Max Holloway
"Newark, New Jersey, USA",Aljamain Sterling,Takeya Mizugaki,0,0,32,13,3,0,1,0,Bantamweight,SUB Arm Triangle,3,2:11,UFC on FOX,2015-04-18 0:00:00,Aljamain Sterling
"Newark, New Jersey, USA",Renan Barao,Urijah Faber,1,0,17,8,0,0,0,0,Bantamweight,KO/TKO Punch,1,3:42,UFC 169,2014-02-01 0:00:00,Renan Barao
"Newark, New Jersey, USA",Jose Aldo,Ricardo Lamas,0,0,62,41,2,1,2,0,Featherweight,U-DEC,5,5:00,UFC 169,2014-02-01 0:00:00,Jose Aldo
"Newark, New Jersey, USA",Jon Jones,Chael Sonnen,0,0,20,6,3,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:33,UFC 159,2013-04-27 0:00:00,Jon Jones
"Newark, New Jersey, USA",Michael Bisping,Alan Belcher,0,0,93,29,0,0,0,0,Middleweight,U-DEC,3,4:31,UFC 159,2013-04-27 0:00:00,Michael Bisping
"Newark, New Jersey, USA",Jon Jones,Mauricio Rua,1,0,75,9,3,0,0,0,Light Heavyweight,KO/TKO Knee,3,2:37,UFC 128,2011-03-19 0:00:00,Jon Jones
"Newark, New Jersey, USA",Georges St-Pierre,Dan Hardy,0,0,59,4,11,0,6,0,Welterweight,U-DEC,5,5:00,UFC 111,2010-03-27 0:00:00,Georges St-Pierre
"Newark, New Jersey, USA",Rashad Evans,Michael Bisping,0,0,23,40,6,2,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 78,2007-11-17 0:00:00,Rashad Evans
"Newark, New Jersey, USA",Frankie Edgar,Spencer Fisher,0,0,42,6,8,0,0,0,Lightweight,U-DEC,3,5:00,UFC 78,2007-11-17 0:00:00,Frankie Edgar
"New York City, New York, USA",Alex Pereira,Jiri Prochazka,1,0,38,30,0,1,1,0,Light Heavyweight,KO/TKO Elbows,2,4:08,UFC 295,2023-11-11 0:00:00,Alex Pereira
"New York City, New York, USA",Tom Aspinall,Sergei Pavlovich,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:09,UFC 295,2023-11-11 0:00:00,Tom Aspinall
"New York City, New York, USA",Jessica Andrade,Mackenzie Dern,4,0,53,49,0,0,0,0,Women's Strawweight,KO/TKO Punch,2,3:15,UFC 295,2023-11-11 0:00:00,Jessica Andrade
"New York City, New York, USA",Alex Pereira,Israel Adesanya,0,0,91,86,1,1,0,0,Middleweight,KO/TKO Punches,5,2:01,UFC 281,2022-11-12 0:00:00,Alex Pereira
"New York City, New York, USA",Zhang Weili,Carla Esparza,0,0,37,6,0,1,1,0,Women's Strawweight,SUB Rear Naked Choke,2,1:05,UFC 281,2022-11-12 0:00:00,Zhang Weili
"New York City, New York, USA",Kamaru Usman,Colby Covington,2,0,123,107,1,0,0,0,Welterweight,U-DEC,5,5:00,UFC 268,2021-11-06 0:00:00,Kamaru Usman
"New York City, New York, USA",Rose Namajunas,Zhang Weili,0,0,86,83,2,5,0,0,Women's Strawweight,S-DEC,5,5:00,UFC 268,2021-11-06 0:00:00,Rose Namajunas
"New York City, New York, USA",Alex Pereira,Andreas Michailidis,1,0,11,3,0,2,0,0,Middleweight,KO/TKO Flying Knee,2,0:18,UFC 268,2021-11-06 0:00:00,Alex Pereira
"New York City, New York, USA",Daniel Cormier,Derrick Lewis,0,0,19,4,4,0,1,0,Heavyweight,SUB Rear Naked Choke,2,2:14,UFC 230,2018-11-03 0:00:00,Daniel Cormier
"New York City, New York, USA",Israel Adesanya,Derek Brunson,3,0,13,3,0,0,0,0,Middleweight,KO/TKO Punches,1,4:51,UFC 230,2018-11-03 0:00:00,Israel Adesanya
"New York City, New York, USA",Georges St-Pierre,Michael Bisping,1,0,59,27,3,0,1,0,Middleweight,SUB Rear Naked Choke,3,4:23,UFC 217,2017-11-04 0:00:00,Georges St-Pierre
"New York City, New York, USA",TJ Dillashaw,Cody Garbrandt,2,1,20,18,0,0,0,0,Bantamweight,KO/TKO Punch,2,2:41,UFC 217,2017-11-04 0:00:00,TJ Dillashaw
"New York City, New York, USA",Rose Namajunas,Joanna Jedrzejczyk,1,0,15,5,0,0,0,0,Women's Strawweight,KO/TKO Punch,1,3:03,UFC 217,2017-11-04 0:00:00,Rose Namajunas
"New York City, New York, USA",Conor McGregor,Eddie Alvarez,3,0,32,9,0,0,0,0,Lightweight,KO/TKO Punches,2,3:04,UFC 205,2016-11-12 0:00:00,Conor McGregor
"New York City, New York, USA",Tyron Woodley,Stephen Thompson,1,0,61,43,1,0,2,0,Welterweight,M-DEC,5,5:00,UFC 205,2016-11-12 0:00:00,Tyron Woodley
"New York City, New York, USA",Joanna Jedrzejczyk,Karolina Kowalkiewicz,0,0,171,50,1,0,0,0,Women's Strawweight,U-DEC,5,5:00,UFC 205,2016-11-12 0:00:00,Joanna Jedrzejczyk
"New York City, New York, USA",Raquel Pennington,Miesha Tate,0,0,43,21,1,1,3,0,Women's Bantamweight,U-DEC,3,5:00,UFC 205,2016-11-12 0:00:00,Raquel Pennington
"New York City, New York, USA",Frankie Edgar,Jeremy Stephens,0,1,40,33,5,0,2,1,Featherweight,U-DEC,3,5:00,UFC 205,2016-11-12 0:00:00,Frankie Edgar
"New York City, New York, USA",Khabib Nurmagomedov,Michael Johnson,0,0,94,19,2,0,1,1,Lightweight,SUB Kimura,3,2:31,UFC 205,2016-11-12 0:00:00,Khabib Nurmagomedov
"New Orleans, Louisiana, USA",Maurice Smith,Bobby Hoffman,0,0,43,10,0,4,0,0,Heavyweight,S-DEC,3,5:00,UFC 27,2000-09-22 0:00:00,Maurice Smith
"New Orleans, Louisiana, USA",Bas Rutten,Tsuyoshi Kohsaka,1,0,31,23,0,3,0,0,Heavyweight,KO/TKO Punches,2,2:15,UFC 18,1999-01-08 0:00:00,Bas Rutten
"New Orleans, Louisiana, USA",Pat Miletich,Jorge Patino,0,0,27,19,3,1,0,1,Lightweight,U-DEC,3,3:00,UFC 18,1999-01-08 0:00:00,Pat Miletich
"New Orleans, Louisiana, USA",Tito Ortiz,Jerry Bohlander,0,0,37,9,6,0,0,0,Middleweight,KO/TKO,2,2:31,UFC 18,1999-01-08 0:00:00,Tito Ortiz
"New Orleans, Louisiana, USA",Evan Tanner,Darrel Gholar,0,0,24,4,1,1,4,0,Middleweight,SUB Rear Naked Choke,1,7:57,UFC 18,1999-01-08 0:00:00,Evan Tanner
"New Orleans, Louisiana, USA",Frank Shamrock,Kimo Leopoldo,0,0,45,13,0,2,0,2,Heavyweight,U-DEC,2,3:00,UFC 16,1998-03-13 0:00:00,Tsuyoshi Kohsaka
"New Orleans, Louisiana, USA",Pat Miletich,Kevin Jackson,0,0,5,18,0,2,2,0,Middleweight,SUB Armbar,1,10:23,UFC 16,1998-03-13 0:00:00,Jerry Bohlander
"New Orleans, Louisiana, USA",Pat Miletich,Eugenio Tadeu,0,0,42,6,1,0,1,0,Lightweight,KO/TKO Punches,1,9:45,UFC 16,1998-03-13 0:00:00,Mikey Burnett
"Nashville, Tennessee, USA",Anthony Pettis,Stephen Thompson,1,0,32,47,0,0,0,0,Welterweight,KO/TKO Punch,2,4:55,UFC Fight Night,2019-03-23 0:00:00,Anthony Pettis
