Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Las Vegas, Nevada, USA",Joanna Jedrzejczyk,Zhang Weili,0,0,186,165,0,1,0,0,Women's Strawweight,S-DEC,5,5:00,UFC 248,2020-03-07 0:00:00,Zhang Weili
"Las Vegas, Nevada, USA",Raquel Pennington,Holly Holm,0,0,38,30,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC 246,2020-01-18 0:00:00,Holly Holm
"Las Vegas, Nevada, USA",Anthony Pettis,Diego Ferreira,0,0,22,25,0,3,0,1,Lightweight,SUB Rear Naked Choke,2,1:46,UFC 246,2020-01-18 0:00:00,Diego Ferreira
"Las Vegas, Nevada, USA",Max Holloway,Alexander Volkanovski,0,0,134,157,0,0,0,0,Featherweight,U-DEC,5,5:00,UFC 245,2019-12-14 0:00:00,Alexander Volkanovski
"Las Vegas, Nevada, USA",Germaine de Randamie,Amanda Nunes,0,0,40,79,0,8,1,2,Women's Bantamweight,U-DEC,5,5:00,UFC 245,2019-12-14 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Jose Aldo,Marlon Moraes,0,0,58,59,0,1,0,0,Bantamweight,S-DEC,3,5:00,UFC 245,2019-12-14 0:00:00,Marlon Moraes
"Las Vegas, Nevada, USA",Holly Holm,Amanda Nunes,0,1,11,17,0,0,0,0,Women's Bantamweight,KO/TKO Kick,1,4:10,UFC 239,2019-07-06 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Luke Rockhold,Jan Blachowicz,0,1,14,30,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:39,UFC 239,2019-07-06 0:00:00,Jan Blachowicz
"Las Vegas, Nevada, USA",Tyron Woodley,Kamaru Usman,0,0,34,141,0,2,0,0,Welterweight,U-DEC,5,5:00,UFC 235,2019-03-02 0:00:00,Kamaru Usman
"Las Vegas, Nevada, USA",Robbie Lawler,Ben Askren,0,0,26,0,1,1,0,1,Welterweight,SUB Bulldog Choke,1,3:20,UFC 235,2019-03-02 0:00:00,Ben Askren
"Las Vegas, Nevada, USA",Cody Garbrandt,Pedro Munhoz,0,1,21,25,0,0,0,0,Bantamweight,KO/TKO Punch,1,4:52,UFC 235,2019-03-02 0:00:00,Pedro Munhoz
"Las Vegas, Nevada, USA",Rafael Dos Anjos,Kamaru Usman,0,0,62,130,0,12,2,0,Welterweight,U-DEC,5,5:00,The Ultimate Fighter,2018-11-30 0:00:00,Kamaru Usman
"Las Vegas, Nevada, USA",Conor McGregor,Khabib Nurmagomedov,0,0,51,70,0,3,0,1,Lightweight,SUB Rear Naked Choke,4,3:03,UFC 229,2018-10-06 0:00:00,Khabib Nurmagomedov
"Las Vegas, Nevada, USA",Anthony Pettis,Tony Ferguson,1,0,45,114,0,0,0,0,Lightweight,KO/TKO,2,5:00,UFC 229,2018-10-06 0:00:00,Tony Ferguson
"Las Vegas, Nevada, USA",Stipe Miocic,Daniel Cormier,0,1,24,25,1,0,0,0,Heavyweight,KO/TKO Punches,1,4:33,UFC 226,2018-07-07 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Francis Ngannou,Derrick Lewis,0,0,11,20,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 226,2018-07-07 0:00:00,Derrick Lewis
"Las Vegas, Nevada, USA",Frankie Edgar,Brian Ortega,0,1,27,25,0,0,0,0,Featherweight,KO/TKO Punch,1,4:44,UFC 222,2018-03-03 0:00:00,Brian Ortega
"Las Vegas, Nevada, USA",Holly Holm,Cristiane Justino,0,0,44,118,0,0,0,0,Women's Featherweight,U-DEC,5,5:00,UFC 219,2017-12-30 0:00:00,Cristiane Justino
"Las Vegas, Nevada, USA",Fabricio Werdum,Alistair Overeem,1,0,49,21,1,0,0,0,Heavyweight,M-DEC,3,5:00,UFC 213,2017-07-08 0:00:00,Alistair Overeem
"Las Vegas, Nevada, USA",Rashad Evans,Daniel Kelly,0,0,53,74,1,0,0,0,Middleweight,S-DEC,3,5:00,UFC 209,2017-03-04 0:00:00,Daniel Kelly
"Las Vegas, Nevada, USA",Ronda Rousey,Amanda Nunes,0,0,7,27,0,0,0,0,Women's Bantamweight,KO/TKO Punches,1,0:48,UFC 207,2016-12-30 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Dominick Cruz,Cody Garbrandt,0,2,88,68,0,1,0,0,Bantamweight,U-DEC,5,5:00,UFC 207,2016-12-30 0:00:00,Cody Garbrandt
"Las Vegas, Nevada, USA",Johny Hendricks,Neil Magny,0,0,18,50,6,1,0,2,Welterweight,U-DEC,3,5:00,UFC 207,2016-12-30 0:00:00,Neil Magny
"Las Vegas, Nevada, USA",Henry Cejudo,Joseph Benavidez,1,0,68,69,1,0,0,0,Flyweight,S-DEC,3,5:00,The Ultimate Fighter,2016-12-03 0:00:00,Joseph Benavidez
"Las Vegas, Nevada, USA",Glover Teixeira,Anthony Johnson,0,1,1,4,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:13,UFC 202,2016-08-20 0:00:00,Anthony Johnson
"Las Vegas, Nevada, USA",Miesha Tate,Amanda Nunes,0,0,3,40,0,0,0,1,Women's Bantamweight,SUB Rear Naked Choke,1,3:16,UFC 200,2016-07-09 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Anderson Silva,Daniel Cormier,0,0,17,33,0,3,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 200,2016-07-09 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Frankie Edgar,Jose Aldo,0,0,79,80,0,0,0,0,Featherweight,U-DEC,5,5:00,UFC 200,2016-07-09 0:00:00,Jose Aldo
"Las Vegas, Nevada, USA",Johny Hendricks,Kelvin Gastelum,0,0,70,124,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC 200,2016-07-09 0:00:00,Kelvin Gastelum
"Las Vegas, Nevada, USA",Rafael Dos Anjos,Eddie Alvarez,0,0,12,45,0,1,0,0,Lightweight,KO/TKO Punches,1,3:49,UFC Fight Night,2016-07-07 0:00:00,Eddie Alvarez
"Las Vegas, Nevada, USA",Belal Muhammad,Alan Jouban,0,3,77,86,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2016-07-07 0:00:00,Alan Jouban
"Las Vegas, Nevada, USA",Renan Barao,Jeremy Stephens,0,0,43,55,2,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2016-05-29 0:00:00,Jeremy Stephens
"Las Vegas, Nevada, USA",Aljamain Sterling,Bryan Caraway,0,0,32,9,1,3,2,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night,2016-05-29 0:00:00,Bryan Caraway
"Las Vegas, Nevada, USA",Henry Cejudo,Demetrious Johnson,0,1,6,21,1,0,0,0,Flyweight,KO/TKO Knees,1,2:49,UFC 197,2016-04-23 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Anthony Pettis,Edson Barboza,0,0,48,73,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC 197,2016-04-23 0:00:00,Edson Barboza
"Las Vegas, Nevada, USA",Conor McGregor,Nate Diaz,0,0,61,77,0,1,0,2,Welterweight,SUB Rear Naked Choke,2,4:12,UFC 196,2016-03-05 0:00:00,Nate Diaz
"Las Vegas, Nevada, USA",Holly Holm,Miesha Tate,0,0,59,40,0,2,0,2,Women's Bantamweight,SUB Rear Naked Choke,5,3:30,UFC 196,2016-03-05 0:00:00,Miesha Tate
"Las Vegas, Nevada, USA",Valentina Shevchenko,Amanda Nunes,0,0,28,39,1,2,0,2,Women's Bantamweight,U-DEC,3,5:00,UFC 196,2016-03-05 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Johny Hendricks,Stephen Thompson,0,1,7,24,0,0,0,0,Welterweight,KO/TKO Punch,1,3:31,UFC Fight Night,2016-02-06 0:00:00,Stephen Thompson
"Las Vegas, Nevada, USA",Andrei Arlovski,Stipe Miocic,0,1,7,11,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:54,UFC 195,2016-01-02 0:00:00,Stipe Miocic
"Las Vegas, Nevada, USA",Jose Aldo,Conor McGregor,0,1,1,5,0,0,0,0,Featherweight,KO/TKO Punch,1,0:13,UFC 194,2015-12-12 0:00:00,Conor McGregor
"Las Vegas, Nevada, USA",Frank Mir,Andrei Arlovski,0,0,24,39,1,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 191,2015-09-05 0:00:00,Andrei Arlovski
"Las Vegas, Nevada, USA",Jan Blachowicz,Corey Anderson,0,0,20,84,1,4,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 191,2015-09-05 0:00:00,Corey Anderson
"Las Vegas, Nevada, USA",Vitor Belfort,Chris Weidman,0,0,18,46,0,1,0,0,Middleweight,KO/TKO Punches,1,2:53,UFC 187,2015-05-23 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Daniel Cormier,Jon Jones,0,0,58,92,1,3,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 182,2015-01-03 0:00:00,Jon Jones
"Las Vegas, Nevada, USA",Rose Namajunas,Carla Esparza,0,0,28,42,1,5,0,1,Women's Strawweight,SUB Rear Naked Choke,3,1:26,The Ultimate Fighter,2014-12-12 0:00:00,Carla Esparza
"Las Vegas, Nevada, USA",Johny Hendricks,Robbie Lawler,0,0,111,116,5,0,1,0,Welterweight,S-DEC,5,5:00,UFC 181,2014-12-06 0:00:00,Robbie Lawler
"Las Vegas, Nevada, USA",Eddie Alvarez,Donald Cerrone,0,1,48,88,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC 178,2014-09-27 0:00:00,Donald Cerrone
"Las Vegas, Nevada, USA",Amanda Nunes,Cat Zingano,0,0,22,40,1,3,0,3,Women's Bantamweight,KO/TKO Punches,3,1:21,UFC 178,2014-09-27 0:00:00,Cat Zingano
"Las Vegas, Nevada, USA",BJ Penn,Frankie Edgar,0,0,13,90,0,3,0,0,Featherweight,KO/TKO Punches,3,4:16,The Ultimate Fighter,2014-07-06 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",Lyoto Machida,Chris Weidman,0,0,58,65,0,5,0,0,Middleweight,U-DEC,5,5:00,UFC 175,2014-07-05 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Renan Barao,TJ Dillashaw,0,2,64,140,0,0,0,2,Bantamweight,KO/TKO Punches,5,2:26,UFC 173,2014-05-24 0:00:00,TJ Dillashaw
"Las Vegas, Nevada, USA",Robert Whittaker,Stephen Thompson,0,1,19,38,0,0,0,0,Welterweight,KO/TKO Punches,1,3:43,UFC 170,2014-02-22 0:00:00,Stephen Thompson
"Las Vegas, Nevada, USA",Anderson Silva,Chris Weidman,0,1,8,20,0,1,0,1,Middleweight,KO/TKO,2,1:16,UFC 168,2013-12-28 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Miesha Tate,Ronda Rousey,0,0,24,40,1,6,0,3,Women's Bantamweight,SUB Armbar,3,0:58,UFC 168,2013-12-28 0:00:00,Ronda Rousey
"Las Vegas, Nevada, USA",Josh Barnett,Travis Browne,0,0,5,12,0,0,0,0,Heavyweight,KO/TKO Elbows,1,1:00,UFC 168,2013-12-28 0:00:00,Travis Browne
"Las Vegas, Nevada, USA",Johny Hendricks,Georges St-Pierre,0,0,85,101,2,3,0,1,Welterweight,S-DEC,5,5:00,UFC 167,2013-11-16 0:00:00,Georges St-Pierre
"Las Vegas, Nevada, USA",Anderson Silva,Chris Weidman,0,1,14,16,0,1,0,2,Middleweight,KO/TKO Punch,2,1:18,UFC 162,2013-07-06 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Charles Oliveira,Frankie Edgar,0,0,38,81,0,2,1,0,Featherweight,U-DEC,3,5:00,UFC 162,2013-07-06 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",Max Holloway,Dennis Bermudez,0,0,75,73,0,4,0,0,Featherweight,S-DEC,3,5:00,UFC 160,2013-05-25 0:00:00,Dennis Bermudez
"Las Vegas, Nevada, USA",Miesha Tate,Cat Zingano,0,0,23,35,3,1,3,1,Women's Bantamweight,KO/TKO Knees,3,2:55,The Ultimate Fighter,2013-04-13 0:00:00,Cat Zingano
"Las Vegas, Nevada, USA",Frankie Edgar,Jose Aldo,0,0,60,76,2,0,0,0,Featherweight,U-DEC,5,5:00,UFC 156,2013-02-02 0:00:00,Jose Aldo
"Las Vegas, Nevada, USA",Rashad Evans,Rogerio Nogueira,0,0,22,40,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 156,2013-02-02 0:00:00,Rogerio Nogueira
"Las Vegas, Nevada, USA",Junior Dos Santos,Cain Velasquez,0,1,57,111,0,11,0,0,Heavyweight,U-DEC,5,5:00,UFC 155,2012-12-29 0:00:00,Cain Velasquez
"Las Vegas, Nevada, USA",Tito Ortiz,Forrest Griffin,0,0,49,85,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 148,2012-07-07 0:00:00,Forrest Griffin
"Las Vegas, Nevada, USA",Frank Mir,Junior Dos Santos,0,1,17,59,0,0,0,0,Heavyweight,KO/TKO Punch,2,3:04,UFC 146,2012-05-26 0:00:00,Junior Dos Santos
"Las Vegas, Nevada, USA",Max Holloway,Dustin Poirier,0,0,11,11,0,1,0,3,Featherweight,SUB Triangle Armbar,1,3:23,UFC 143,2012-02-04 0:00:00,Dustin Poirier
"Las Vegas, Nevada, USA",Brock Lesnar,Alistair Overeem,0,1,6,19,0,0,0,0,Heavyweight,KO/TKO Kick,1,2:26,UFC 141,2011-12-30 0:00:00,Alistair Overeem
"Las Vegas, Nevada, USA",TJ Dillashaw,John Dodson,0,1,2,7,0,0,0,0,Bantamweight,KO/TKO Punches,1,1:54,The Ultimate Fighter,2011-12-03 0:00:00,John Dodson
"Las Vegas, Nevada, USA",BJ Penn,Nick Diaz,0,0,88,178,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC 137,2011-10-29 0:00:00,Nick Diaz
"Las Vegas, Nevada, USA",Anthony Pettis,Clay Guida,0,0,14,19,0,5,1,0,Lightweight,U-DEC,3,5:00,The Ultimate Fighter,2011-06-04 0:00:00,Clay Guida
"Las Vegas, Nevada, USA",Vitor Belfort,Anderson Silva,0,1,6,6,0,0,0,0,Middleweight,KO/TKO Kick,1,3:25,UFC 126,2011-02-05 0:00:00,Anderson Silva
"Las Vegas, Nevada, USA",Rich Franklin,Forrest Griffin,0,0,33,50,1,5,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 126,2011-02-05 0:00:00,Forrest Griffin
"Las Vegas, Nevada, USA",Johny Hendricks,Rick Story,0,0,24,55,6,2,1,1,Welterweight,U-DEC,3,5:00,The Ultimate Fighter,2010-12-04 0:00:00,Rick Story
"Las Vegas, Nevada, USA",Quinton Jackson,Rashad Evans,1,0,17,29,0,3,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 114,2010-05-29 0:00:00,Rashad Evans
"Las Vegas, Nevada, USA",Mark Coleman,Randy Couture,0,0,10,44,0,1,0,1,Light Heavyweight,SUB Rear Naked Choke,2,1:09,UFC 109,2010-02-06 0:00:00,Randy Couture
"Las Vegas, Nevada, USA",Jon Jones,Matt Hamill,0,0,44,5,1,0,0,0,Light Heavyweight,DQ,1,4:14,The Ultimate Fighter,2009-12-05 0:00:00,Matt Hamill
"Las Vegas, Nevada, USA",Tito Ortiz,Forrest Griffin,0,0,24,70,3,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 106,2009-11-21 0:00:00,Forrest Griffin
"Las Vegas, Nevada, USA",Frank Mir,Brock Lesnar,0,0,4,47,0,1,0,0,Heavyweight,KO/TKO Punches,2,1:48,UFC 100,2009-07-11 0:00:00,Brock Lesnar
"Las Vegas, Nevada, USA",Michael Bisping,Dan Henderson,0,1,22,29,0,0,0,0,Middleweight,KO/TKO Punch,2,3:20,UFC 100,2009-07-11 0:00:00,Dan Henderson
"Las Vegas, Nevada, USA",Rashad Evans,Lyoto Machida,0,3,4,28,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,3:57,UFC 98,2009-05-23 0:00:00,Lyoto Machida
"Las Vegas, Nevada, USA",Matt Serra,Matt Hughes,1,0,14,34,1,3,0,0,Welterweight,U-DEC,3,5:00,UFC 98,2009-05-23 0:00:00,Matt Hughes
"Las Vegas, Nevada, USA",Sean Sherk,Frankie Edgar,0,0,27,74,1,1,0,1,Lightweight,U-DEC,3,5:00,UFC 98,2009-05-23 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",BJ Penn,Georges St-Pierre,0,0,16,92,0,4,0,0,Welterweight,KO/TKO,4,5:00,UFC 94,2009-01-31 0:00:00,Georges St-Pierre
"Las Vegas, Nevada, USA",Forrest Griffin,Rashad Evans,0,0,50,49,0,1,0,0,Light Heavyweight,KO/TKO Punches,3,2:46,UFC 92,2008-12-27 0:00:00,Rashad Evans
"Las Vegas, Nevada, USA",Randy Couture,Brock Lesnar,0,1,11,31,1,2,0,0,Heavyweight,KO/TKO Punches,2,3:07,UFC 91,2008-11-15 0:00:00,Brock Lesnar
"Las Vegas, Nevada, USA",Rafael Dos Anjos,Jeremy Stephens,0,1,9,22,4,0,2,0,Lightweight,KO/TKO Punch,3,0:39,UFC 91,2008-11-15 0:00:00,Jeremy Stephens
"Las Vegas, Nevada, USA",Quinton Jackson,Forrest Griffin,1,0,50,77,0,0,0,3,Light Heavyweight,U-DEC,5,5:00,UFC 86,2008-07-05 0:00:00,Forrest Griffin
"Las Vegas, Nevada, USA",Evan Tanner,Kendall Grove,0,0,27,59,3,0,0,1,Middleweight,S-DEC,3,5:00,The Ultimate Fighter,2008-06-21 0:00:00,Kendall Grove
"Las Vegas, Nevada, USA",Sean Sherk,BJ Penn,0,1,46,122,0,0,0,0,Lightweight,KO/TKO Flying Knee,3,5:00,UFC 84,2008-05-24 0:00:00,BJ Penn
"Las Vegas, Nevada, USA",Tito Ortiz,Lyoto Machida,0,1,16,41,0,1,2,0,Light Heavyweight,U-DEC,3,5:00,UFC 84,2008-05-24 0:00:00,Lyoto Machida
"Las Vegas, Nevada, USA",Tim Sylvia,Antonio Rodrigo Nogueira,1,0,53,28,0,2,0,1,Heavyweight,SUB Guillotine Choke,3,1:28,UFC 81,2008-02-02 0:00:00,Antonio Rodrigo Nogueira
"Las Vegas, Nevada, USA",Brock Lesnar,Frank Mir,0,0,16,2,1,0,0,3,Heavyweight,SUB Kneebar,1,1:30,UFC 81,2008-02-02 0:00:00,Frank Mir
"Las Vegas, Nevada, USA",Matt Hughes,Georges St-Pierre,0,0,5,28,0,3,0,3,Welterweight,SUB Armbar,2,4:54,UFC 79,2007-12-29 0:00:00,Georges St-Pierre
"Las Vegas, Nevada, USA",Jens Pulver,BJ Penn,0,0,6,23,0,3,0,3,Lightweight,SUB Rear Naked Choke,2,3:12,The Ultimate Fighter,2007-06-23 0:00:00,BJ Penn
"Las Vegas, Nevada, USA",Chuck Liddell,Quinton Jackson,0,1,4,6,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:53,UFC 71,2007-05-26 0:00:00,Quinton Jackson
"Las Vegas, Nevada, USA",Tito Ortiz,Chuck Liddell,0,1,21,49,1,0,0,0,Light Heavyweight,KO/TKO Punches,3,3:59,UFC 66,2006-12-30 0:00:00,Chuck Liddell
"Las Vegas, Nevada, USA",Forrest Griffin,Keith Jardine,0,0,17,36,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:41,UFC 66,2006-12-30 0:00:00,Keith Jardine
"Las Vegas, Nevada, USA",Rich Franklin,Anderson Silva,0,1,10,31,0,0,0,0,Middleweight,KO/TKO Knees,1,2:59,UFC 64,2006-10-14 0:00:00,Anderson Silva
"Las Vegas, Nevada, USA",Andrei Arlovski,Tim Sylvia,0,0,66,97,0,0,0,0,Heavyweight,U-DEC,5,5:00,UFC 61,2006-07-08 0:00:00,Tim Sylvia
"Las Vegas, Nevada, USA",Dave Menne,Josh Koscheck,0,0,13,45,1,4,5,1,Welterweight,U-DEC,3,5:00,UFC Fight Night 5,2006-06-28 0:00:00,Josh Koscheck
"Las Vegas, Nevada, USA",BJ Penn,Georges St-Pierre,0,0,37,59,1,4,1,0,Welterweight,S-DEC,3,5:00,UFC 58,2006-03-04 0:00:00,Georges St-Pierre
"Las Vegas, Nevada, USA",Randy Couture,Chuck Liddell,0,1,7,19,1,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:28,UFC 57,2006-02-04 0:00:00,Chuck Liddell
"Las Vegas, Nevada, USA",Frank Mir,Marcio Cruz,0,0,3,31,1,1,0,0,Heavyweight,KO/TKO Punches,1,4:10,UFC 57,2006-02-04 0:00:00,Marcio Cruz
"Las Vegas, Nevada, USA",Sean Sherk,Georges St-Pierre,0,0,20,58,0,3,0,0,Welterweight,KO/TKO Elbows,2,2:53,UFC 56,2005-11-19 0:00:00,Georges St-Pierre
"Las Vegas, Nevada, USA",Evan Tanner,David Loiseau,0,0,15,13,3,0,2,0,Middleweight,KO/TKO,2,4:15,UFC Fight Night 2 ,2005-10-03 0:00:00,David Loiseau
"Las Vegas, Nevada, USA",Randy Couture,Chuck Liddell,0,1,9,13,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,2:06,UFC 52,2005-04-16 0:00:00,Chuck Liddell
"Las Vegas, Nevada, USA",Vitor Belfort,Tito Ortiz,0,0,19,27,0,4,1,0,Light Heavyweight,S-DEC,3,5:00,UFC 51,2005-02-05 0:00:00,Tito Ortiz
"Las Vegas, Nevada, USA",Tim Sylvia,Andrei Arlovski,0,1,2,5,0,0,0,2,Heavyweight,SUB Ankle Lock,1,0:47,UFC 51,2005-02-05 0:00:00,Andrei Arlovski
"Las Vegas, Nevada, USA",Vitor Belfort,Randy Couture,0,0,3,50,0,2,2,0,Light Heavyweight,KO/TKO,3,5:00,UFC 49,2004-08-21 0:00:00,Randy Couture
"Las Vegas, Nevada, USA",Tim Sylvia,Frank Mir,0,0,2,3,1,0,0,1,Heavyweight,SUB Armbar,1,0:50,UFC 48,2004-06-19 0:00:00,Frank Mir
"Las Vegas, Nevada, USA",Tito Ortiz,Chuck Liddell,0,1,13,23,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,0:38,UFC 47,2004-04-02 0:00:00,Chuck Liddell
"Las Vegas, Nevada, USA",Robbie Lawler,Nick Diaz,0,1,16,22,0,0,0,0,Welterweight,KO/TKO Punch,2,1:31,UFC 47,2004-04-02 0:00:00,Nick Diaz
"Las Vegas, Nevada, USA",Randy Couture,Vitor Belfort,0,0,1,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:49,UFC 46,2004-01-31 0:00:00,Vitor Belfort
"Las Vegas, Nevada, USA",Carlos Newton,Renato Verissimo,0,0,4,22,2,3,0,1,Welterweight,U-DEC,3,5:00,UFC 46,2004-01-31 0:00:00,Renato Verissimo
"Las Vegas, Nevada, USA",Matt Hughes,BJ Penn,0,0,4,17,0,0,0,1,Welterweight,SUB Rear Naked Choke,1,4:39,UFC 46,2004-01-31 0:00:00,BJ Penn
"Las Vegas, Nevada, USA",Tito Ortiz,Randy Couture,0,0,16,88,2,8,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 44,2003-09-26 0:00:00,Randy Couture
"Las Vegas, Nevada, USA",Chuck Liddell,Randy Couture,0,0,22,46,0,4,0,1,Light Heavyweight,KO/TKO Punches,3,2:39,UFC 43,2003-06-06 0:00:00,Randy Couture
"Las Vegas, Nevada, USA",Vitor Belfort,Chuck Liddell,0,1,20,43,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 37.5,2002-06-22 0:00:00,Chuck Liddell
"Las Vegas, Nevada, USA",Randy Couture,Josh Barnett,0,0,18,44,1,0,0,1,Heavyweight,KO/TKO Punches,2,4:35,UFC 36,2002-03-22 0:00:00,Josh Barnett
"Las Vegas, Nevada, USA",Andrei Arlovski,Pedro Rizzo,0,1,38,27,0,0,0,0,Heavyweight,KO/TKO Punch,3,1:45,UFC 36,2002-03-22 0:00:00,Pedro Rizzo
"Las Vegas, Nevada, USA",Pat Miletich,Matt Lindland,0,0,1,20,0,1,0,0,Middleweight,KO/TKO Punches,1,3:09,UFC 36,2002-03-22 0:00:00,Matt Lindland
"Las Vegas, Nevada, USA",Carlos Newton,Matt Hughes,0,0,2,8,0,4,1,1,Welterweight,KO/TKO Slam,2,1:27,UFC 34,2001-11-02 0:00:00,Matt Hughes
"Las Vegas, Nevada, USA",Murilo Bustamante,Chuck Liddell,0,1,15,27,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 33,2001-09-28 0:00:00,Chuck Liddell
"Lake Charles, Louisiana, USA",Tito Ortiz,Frank Shamrock,0,0,20,31,8,0,0,1,Middleweight,KO/TKO Punches,4,4:42,UFC 22,1999-09-24 0:00:00,Frank Shamrock
"Krakow, Poland",Jan Blachowicz,Jimi Manuwa,0,0,44,43,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night,2015-04-11 0:00:00,Jimi Manuwa
"Kallang, Singapore",Glover Teixeira,Jiri Prochazka,0,0,111,120,5,0,1,1,Light Heavyweight,SUB Rear Naked Choke,5,4:32,UFC 275,2022-06-11 0:00:00,Jiri Prochazka
"Kallang, Singapore",Joanna Jedrzejczyk,Zhang Weili,0,1,43,69,0,3,0,0,Women's Strawweight,KO/TKO Spinning Back Fist,2,2:28,UFC 275,2022-06-11 0:00:00,Zhang Weili
"Kallang, Singapore",Andrei Arlovski,Marcin Tybura,0,0,28,51,0,2,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,2017-06-17 0:00:00,Marcin Tybura
"Jaragua do Sul, Santa Catarina, Brazil",Luke Rockhold,Vitor Belfort,0,1,6,9,0,0,0,0,Middleweight,KO/TKO Kick,1,2:32,UFC on FX,2013-05-18 0:00:00,Vitor Belfort
"Jacksonville, Florida, USA",Petr Yan,Aljamain Sterling,0,0,63,62,0,2,0,0,Bantamweight,S-DEC,5,5:00,UFC 273,2022-04-09 0:00:00,Aljamain Sterling
"Jacksonville, Florida, USA",Zhang Weili,Rose Namajunas,0,1,7,5,0,0,0,0,Women's Strawweight,KO/TKO Kick,1,1:18,UFC 261,2021-04-24 0:00:00,Rose Namajunas
"Jacksonville, Florida, USA",Dominick Cruz,Henry Cejudo,0,1,33,53,0,1,0,0,Bantamweight,KO/TKO Knee,2,4:58,UFC 249,2020-05-09 0:00:00,Henry Cejudo
"Jacksonville, Florida, USA",Fabricio Werdum,Aleksei Oleinik,0,0,53,94,3,0,1,0,Heavyweight,S-DEC,3,5:00,UFC 249,2020-05-09 0:00:00,Aleksei Oleinik
"Indianapolis, Indiana, USA",Robert Whittaker,Court McGee,0,0,48,88,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,2013-08-28 0:00:00,Court McGee
"Indianapolis, Indiana, USA",Matt Serra,Chris Lytle,0,0,124,153,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC 119,2010-09-25 0:00:00,Chris Lytle
"Houston, Texas, USA",Robert Whittaker,Israel Adesanya,0,1,59,79,4,0,0,0,Middleweight,U-DEC,5,5:00,UFC 271,2022-02-12 0:00:00,Israel Adesanya
"Houston, Texas, USA",Alexa Grasso,Felice Herrig,0,0,80,60,0,2,1,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,2017-02-04 0:00:00,Felice Herrig
"Houston, Texas, USA",Rashad Evans,Ryan Bader,0,0,25,52,0,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 192,2015-10-03 0:00:00,Ryan Bader
